M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,9,Anudari ,-,OH,0,0,0,0,-,0,0,0,1,1,0,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,1,1,2,0,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,11,Enkhkhuslen,C,MB,0,0,0,0,-,0,0,0,2,2,0,0,0,4,4,0,0,0,5,5,0,0,1,0,1,-100,1,1,2,0,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,12,Anujin ,-,S,1,1,0,0,-,16.67,1,0,0,1,100,0,0,0,0,-,0,0,5,5,0,0,0,0,0,-,1,0,6,16.67,0,0,25,25,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,15,Ninjbolor ,-,OH,1,1,0,0,-,0,1,0,1,2,50,0,1,0,1,-100,0,0,0,0,-,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,16,Sanchirmaa ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,6,1,3,10,50,5,1,8,50,0,0,3,3,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,17,Saruulgerel ,-,O,6,6,0,0,-,29.41,6,0,4,10,60,0,1,3,4,-25,0,0,3,3,0,0,3,1,4,-75,2,0,5,40,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,44,Nomin ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,1,Enkhuzl ,-,MB,3,2,1,0,-,7.69,2,0,4,6,33.33,1,2,1,4,-25,0,0,3,3,0,0,0,0,0,-,1,1,3,0,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,2,Amarbayasgalan ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,3,Khandsuren ,-,MB,1,1,0,0,-,33.33,1,0,0,1,100,0,0,2,2,0,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,4,Enkhnaran ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,6,Erdene-Enkh ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,7,Narangua ,-,O,4,4,0,0,-,13.64,4,1,11,16,18.75,0,0,1,1,0,0,0,5,5,0,1,0,4,5,20,1,1,7,0,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,8,Namuun ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,9,Anudari ,-,OH,2,0,1,1,-,-7.69,0,3,2,5,-60,1,0,1,2,50,1,0,5,6,16.67,1,0,1,2,50,3,0,8,37.5,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,11,Enkhkhuslen,C,MB,1,1,0,0,-,16.67,1,0,0,1,100,0,0,2,2,0,0,0,3,3,0,0,0,0,0,-,1,0,2,50,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,12,Anujin ,-,S,2,2,0,0,-,14.29,2,0,1,3,66.67,0,1,0,1,-100,0,0,3,3,0,0,0,0,0,-,0,0,0,-,0,2,31,33,-6.06
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,15,Ninjbolor ,-,OH,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,16,Sanchirmaa ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,4,0,5,9,44.44,3,3,8,0,0,0,2,2,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,17,Saruulgerel ,-,O,2,2,0,0,-,40,2,0,2,4,50,0,0,0,0,-,0,0,1,1,0,1,0,1,2,50,0,0,0,-,0,0,1,1,0
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,44,Nomin ,-,OH,2,2,0,0,-,0,2,0,4,6,33.33,0,1,0,1,-100,0,1,1,2,-50,1,1,2,4,0,2,0,3,66.67,0,0,2,2,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,3,T.T.T.THUY,C,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,6,L.T.L.LY ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,4,6,33.33,4,0,9,44.44,0,0,8,8,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,8,L.T.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,10,N.T.B.TUYEN ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,11,H.T.K.TRINH ,-,O,10,7,1,2,-,17.65,7,3,9,19,21.05,1,1,3,5,0,2,0,8,10,20,3,0,1,4,75,3,2,7,14.29,0,0,2,2,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,12,N.K.DANG ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,2,3,33.33,2,2,6,0,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,14,V.T.K.THOA ,-,S,2,1,0,1,-,8.7,1,0,0,1,100,0,0,3,3,0,1,0,18,19,5.26,0,1,0,1,-100,2,4,13,-15.38,0,0,57,57,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,15,N.T.TRINH ,-,MB,4,4,0,0,-,5.26,4,1,4,9,33.33,0,2,2,4,-50,0,0,6,6,0,0,0,0,0,-,1,0,3,33.33,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,16,V.T.N.QUYNH ,-,OH,17,13,2,2,-,35.71,13,0,7,20,65,2,2,2,6,0,2,0,14,16,12.5,4,0,4,8,50,4,0,7,57.14,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,17,N.T.PHUONG ,-,OH,7,7,0,0,-,29.41,7,1,3,11,54.55,0,0,1,1,0,0,1,4,5,-20,2,0,4,6,33.33,1,1,3,0,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,18,P.T.HIEN ,-,MB,10,6,3,1,-,20.69,6,0,1,7,85.71,3,2,6,11,9.09,1,2,8,11,-9.09,0,0,0,0,-,1,0,3,33.33,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,19,D.T.L.OANH ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,20,N.T.UYEN ,-,OH,3,1,0,2,-,14.29,1,0,6,7,14.29,0,1,0,1,-100,2,0,4,6,33.33,1,0,2,3,33.33,3,1,5,40,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,25,T.T.B.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,3,T.T.T.THUY,C,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,6,L.T.L.LY ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,2,0,0,0,2,2,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,8,L.T.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,10,N.T.B.TUYEN ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,11,H.T.K.TRINH ,-,O,4,2,0,2,-,5.88,2,3,5,10,-10,0,0,1,1,0,2,0,4,6,33.33,1,0,1,2,50,2,1,4,25,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,12,N.K.DANG ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,2,3,33.33,2,2,6,0,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,14,V.T.K.THOA ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,4,4,0,0,1,0,1,-100,1,2,6,-16.67,0,0,27,27,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,15,N.T.TRINH ,-,MB,1,1,0,0,-,0,1,1,4,6,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,-,1,0,2,50,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,16,V.T.N.QUYNH ,-,OH,6,5,1,0,-,29.41,5,0,4,9,55.56,1,1,1,3,0,0,0,5,5,0,2,0,3,5,40,2,0,3,66.67,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,17,N.T.PHUONG ,-,OH,4,4,0,0,-,25,4,0,3,7,57.14,0,0,1,1,0,0,1,3,4,-25,2,0,3,5,40,0,1,1,-100,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,18,P.T.HIEN ,-,MB,2,1,1,0,-,-12.5,1,0,0,1,100,1,2,1,4,-25,0,1,2,3,-33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,19,D.T.L.OANH ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,20,N.T.UYEN ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,25,T.T.B.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,3,T.T.T.THUY,C,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,6,L.T.L.LY ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,0,1,100,2,0,3,66.67,0,0,4,4,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,8,L.T.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,10,N.T.B.TUYEN ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,11,H.T.K.TRINH ,-,O,5,4,1,0,-,30.77,4,0,4,8,50,1,1,2,4,0,0,0,1,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,12,N.K.DANG ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,14,V.T.K.THOA ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,13,13,0,0,0,0,0,-,0,0,3,0,0,0,14,14,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,15,N.T.TRINH ,-,MB,1,1,0,0,-,-16.67,1,0,0,1,100,0,2,1,3,-66.67,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,16,V.T.N.QUYNH ,-,OH,5,4,1,0,-,50,4,0,1,5,80,1,0,1,2,50,0,0,3,3,0,1,0,1,2,50,1,0,2,50,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,17,N.T.PHUONG ,-,OH,3,3,0,0,-,40,3,1,0,4,50,0,0,0,0,-,0,0,1,1,0,0,0,1,1,0,1,0,2,50,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,18,P.T.HIEN ,-,MB,3,1,2,0,-,18.18,1,0,1,2,50,2,0,2,4,50,0,1,4,5,-20,0,0,0,0,-,1,0,3,33.33,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,19,D.T.L.OANH ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,20,N.T.UYEN ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,1,1,2,0,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,25,T.T.B.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,3,T.T.T.THUY,C,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,6,L.T.L.LY ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,3,4,25,2,0,4,50,0,0,2,2,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,8,L.T.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,10,N.T.B.TUYEN ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,11,H.T.K.TRINH ,-,O,1,1,0,0,-,25,1,0,0,1,100,0,0,0,0,-,0,0,3,3,0,2,0,0,2,100,1,1,2,0,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,12,N.K.DANG ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,14,V.T.K.THOA ,-,S,2,1,0,1,-,33.33,1,0,0,1,100,0,0,3,3,0,1,0,1,2,50,0,0,0,0,-,1,2,4,-25,0,0,16,16,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,15,N.T.TRINH ,-,MB,2,2,0,0,-,50,2,0,0,2,100,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,16,V.T.N.QUYNH ,-,OH,6,4,0,2,-,33.33,4,0,2,6,66.67,0,1,0,1,-100,2,0,6,8,25,1,0,0,1,100,1,0,2,50,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,17,N.T.PHUONG ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,18,P.T.HIEN ,-,MB,5,4,0,1,-,50,4,0,0,4,100,0,0,3,3,0,1,0,2,3,33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,19,D.T.L.OANH ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,20,N.T.UYEN ,-,OH,3,1,0,2,-,14.29,1,0,6,7,14.29,0,1,0,1,-100,2,0,4,6,33.33,1,0,1,2,50,2,0,3,66.67,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,25,T.T.B.THUY ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,2,Siva ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,10,0,6,16,62.5,4,1,6,50,0,0,3,3,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,3,Abitha ,-,MB,0,0,0,0,-,-33.33,0,0,0,0,-,0,1,1,2,-50,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,4,Shalini ,-,OH,6,6,0,0,-,-4,6,6,5,17,0,0,1,2,3,-33.33,0,0,5,5,0,10,3,10,23,30.43,7,2,12,41.67,0,0,2,2,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,5,Ezhil ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,7,Shilpa ,-,MB,1,1,0,0,-,-21.43,1,0,3,4,25,0,3,1,4,-75,0,1,5,6,-16.67,0,0,2,2,0,0,1,1,-100,0,0,3,3,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,8,Anagha ,-,O,9,9,0,0,-,-7.89,9,10,12,31,-3.23,0,1,0,1,-100,0,1,5,6,-16.67,0,0,0,0,-,3,1,5,40,0,0,1,1,0
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,10,Ayushi ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
